"estado_provincia";"pais_regiao";"latitude";"longitude";"data";"casos";"mortes";"dias_desde_primeiro_caso_provincia";"dias_desde_primeiro_caso_pais";"dias_desde_primeiro_morte_provincia";"dias_desde_primeiro_morte_pais"
NA;"Iceland";64,9631;-19,0208;2020-02-02;0;0;0;0;0;0
NA;"India";21;78;2020-02-02;2;0;4;4;0;0
NA;"Indonesia";-0,7893;113,9213;2020-02-02;0;0;0;0;0;0
NA;"Iran";32;53;2020-02-02;0;0;0;0;0;0
NA;"Iraq";33;44;2020-02-02;0;0;0;0;0;0
NA;"Ireland";53,1424;-7,6921;2020-02-02;0;0;0;0;0;0
NA;"Israel";31;35;2020-02-02;0;0;0;0;0;0
NA;"Italy";43;12;2020-02-02;2;0;3;3;0;0
NA;"Jamaica";18,1096;-77,2975;2020-02-02;0;0;0;0;0;0
NA;"Japan";36;138;2020-02-02;20;0;12;12;0;0
NA;"Jordan";31,24;36,51;2020-02-02;0;0;0;0;0;0
NA;"Kazakhstan";48,0196;66,9237;2020-02-02;0;0;0;0;0;0
NA;"Kenya";-0,0236;37,9062;2020-02-02;0;0;0;0;0;0
NA;"Korea, South";36;128;2020-02-02;15;0;12;12;0;0
NA;"Kuwait";29,5;47,75;2020-02-02;0;0;0;0;NA;NA
NA;"Kyrgyzstan";41,2044;74,7661;2020-02-02;0;0;0;0;NA;NA
NA;"Latvia";56,8796;24,6032;2020-02-02;0;0;0;0;NA;NA
NA;"Lebanon";33,8547;35,8623;2020-02-02;0;0;0;0;0;0
NA;"Liberia";6,4281;-9,4295;2020-02-02;0;0;0;0;NA;NA
NA;"Liechtenstein";47,14;9,55;2020-02-02;0;0;0;0;NA;NA
NA;"Lithuania";55,1694;23,8813;2020-02-02;0;0;0;0;0;0
NA;"Luxembourg";49,8153;6,1296;2020-02-02;0;0;0;0;0;0
NA;"Madagascar";-18,7669;46,8691;2020-02-02;0;0;0;0;NA;NA
NA;"Malaysia";2,5;112,5;2020-02-02;8;0;9;9;0;0
NA;"Maldives";3,2028;73,2207;2020-02-02;0;0;0;0;NA;NA
NA;"Malta";35,9375;14,3754;2020-02-02;0;0;0;0;NA;NA
NA;"Mauritania";21,0079;10,9408;2020-02-02;0;0;0;0;0;0
NA;"Mauritius";-20,2;57,5;2020-02-02;0;0;0;0;0;0
NA;"Mexico";23,6345;-102,5528;2020-02-02;0;0;0;0;0;0
NA;"Moldova";47,4116;28,3699;2020-02-02;0;0;0;0;0;0
NA;"Monaco";43,7333;7,4167;2020-02-02;0;0;0;0;0;0
NA;"Mongolia";46,8625;103,8467;2020-02-02;0;0;0;0;NA;NA
NA;"Montenegro";42,5;19,3;2020-02-02;0;0;0;0;0;0
NA;"Morocco";31,7917;-7,0926;2020-02-02;0;0;0;0;0;0
NA;"Namibia";-22,9576;18,4904;2020-02-02;0;0;0;0;NA;NA
NA;"Nepal";28,1667;84,25;2020-02-02;1;0;9;9;NA;NA
"Aruba";"Netherlands";12,5186;-70,0358;2020-02-02;0;0;0;0;NA;0
"Curacao";"Netherlands";12,1696;-68,99;2020-02-02;0;0;0;0;0;0
"Sint Maarten";"Netherlands";18,0425;-63,0548;2020-02-02;0;0;0;0;0;0
NA;"Netherlands";52,1326;5,2913;2020-02-02;0;0;0;0;0;0
NA;"New Zealand";-40,9006;174,886;2020-02-02;0;0;0;0;0;0
NA;"Nicaragua";12,8654;-85,2072;2020-02-02;0;0;0;0;0;0
NA;"Niger";17,6078;8,0817;2020-02-02;0;0;0;0;0;0
NA;"Nigeria";9,082;8,6753;2020-02-02;0;0;0;0;0;0
NA;"North Macedonia";41,6086;21,7453;2020-02-02;0;0;0;0;0;0
NA;"Norway";60,472;8,4689;2020-02-02;0;0;0;0;0;0
NA;"Oman";21;57;2020-02-02;0;0;0;0;0;0
NA;"Pakistan";30,3753;69,3451;2020-02-02;0;0;0;0;0;0
NA;"Panama";8,538;-80,7821;2020-02-02;0;0;0;0;0;0
NA;"Papua New Guinea";-6,315;143,9555;2020-02-02;0;0;0;0;NA;NA
NA;"Paraguay";-23,4425;-58,4438;2020-02-02;0;0;0;0;0;0
NA;"Peru";-9,19;-75,0152;2020-02-02;0;0;0;0;0;0
NA;"Philippines";13;122;2020-02-02;2;1;4;4;1;1
NA;"Poland";51,9194;19,1451;2020-02-02;0;0;0;0;0;0
NA;"Portugal";39,3999;-8,2245;2020-02-02;0;0;0;0;0;0
NA;"Qatar";25,3548;51,1839;2020-02-02;0;0;0;0;0;0
NA;"Romania";45,9432;24,9668;2020-02-02;0;0;0;0;0;0
NA;"Russia";60;90;2020-02-02;2;0;3;3;0;0
NA;"Rwanda";-1,9403;29,8739;2020-02-02;0;0;0;0;NA;NA
NA;"Saint Lucia";13,9094;-60,9789;2020-02-02;0;0;0;0;NA;NA
NA;"Saint Vincent and the Grenadines";12,9843;-61,2872;2020-02-02;0;0;0;0;NA;NA
NA;"San Marino";43,9424;12,4578;2020-02-02;0;0;0;0;0;0
NA;"Saudi Arabia";24;45;2020-02-02;0;0;0;0;0;0
NA;"Senegal";14,4974;-14,4524;2020-02-02;0;0;0;0;0;0
NA;"Serbia";44,0165;21,0059;2020-02-02;0;0;0;0;0;0
NA;"Seychelles";-4,6796;55,492;2020-02-02;0;0;0;0;NA;NA
NA;"Singapore";1,2833;103,8333;2020-02-02;18;0;11;11;0;0
NA;"Slovakia";48,669;19,699;2020-02-02;0;0;0;0;0;0
NA;"Slovenia";46,1512;14,9955;2020-02-02;0;0;0;0;0;0
NA;"Somalia";5,1521;46,1996;2020-02-02;0;0;0;0;NA;NA
NA;"South Africa";-30,5595;22,9375;2020-02-02;0;0;0;0;0;0
NA;"Spain";40;-4;2020-02-02;1;0;2;2;0;0
NA;"Sri Lanka";7;81;2020-02-02;1;0;7;7;0;0
NA;"Sudan";12,8628;30,2176;2020-02-02;0;0;0;0;0;0
NA;"Suriname";3,9193;-56,0278;2020-02-02;0;0;0;0;NA;NA
NA;"Sweden";63;16;2020-02-02;1;0;3;3;0;0
NA;"Switzerland";46,8182;8,2275;2020-02-02;0;0;0;0;0;0
NA;"Taiwan*";23,7;121;2020-02-02;10;0;12;12;0;0
NA;"Tanzania";-6,369;34,8888;2020-02-02;0;0;0;0;0;0
NA;"Thailand";15;101;2020-02-02;19;0;12;12;0;0
NA;"Togo";8,6195;0,8248;2020-02-02;0;0;0;0;0;0
NA;"Trinidad and Tobago";10,6918;-61,2225;2020-02-02;0;0;0;0;0;0
NA;"Tunisia";34;9;2020-02-02;0;0;0;0;0;0
NA;"Turkey";38,9637;35,2433;2020-02-02;0;0;0;0;0;0
NA;"Uganda";1;32;2020-02-02;0;0;0;0;NA;NA
NA;"Ukraine";48,3794;31,1656;2020-02-02;0;0;0;0;0;0
NA;"United Arab Emirates";24;54;2020-02-02;5;0;5;5;0;0
"Bermuda";"United Kingdom";32,3078;-64,7505;2020-02-02;0;0;0;3;NA;0
"Cayman Islands";"United Kingdom";19,3133;-81,2546;2020-02-02;0;0;0;3;0;0
"Channel Islands";"United Kingdom";49,3723;-2,3644;2020-02-02;0;0;0;3;0;0
"Gibraltar";"United Kingdom";36,1408;-5,3536;2020-02-02;0;0;0;3;NA;0
"Isle of Man";"United Kingdom";54,2361;-4,5481;2020-02-02;0;0;0;3;0;0
"Montserrat";"United Kingdom";16,7425;-62,1874;2020-02-02;0;0;0;3;NA;0
NA;"United Kingdom";55,3781;-3,436;2020-02-02;2;0;3;3;0;0
NA;"Uruguay";-32,5228;-55,7658;2020-02-02;0;0;0;0;0;0
NA;"US";37,0902;-95,7129;2020-02-02;8;0;12;12;0;0
NA;"Uzbekistan";41,3775;64,5853;2020-02-02;0;0;0;0;0;0
NA;"Venezuela";6,4238;-66,5897;2020-02-02;0;0;0;0;0;0
NA;"Vietnam";16;108;2020-02-02;6;0;11;11;NA;NA
NA;"Zambia";-15,4167;28,2833;2020-02-02;0;0;0;0;0;0
NA;"Zimbabwe";-20;30;2020-02-02;0;0;0;0;0;0
"Diamond Princess";"Canada";0;0;2020-02-02;0;0;NA;8;0;0
NA;"Dominica";15,415;-61,371;2020-02-02;0;0;0;0;NA;NA
NA;"Grenada";12,1165;-61,679;2020-02-02;0;0;0;0;NA;NA
NA;"Mozambique";-18,665695;35,529562;2020-02-02;0;0;0;0;NA;NA
NA;"Syria";34,802075;38,996815;2020-02-02;0;0;0;0;0;0
NA;"Timor-Leste";-8,874217;125,727539;2020-02-02;0;0;0;0;NA;NA
NA;"Belize";13,1939;-59,5432;2020-02-02;0;0;0;0;NA;NA
"Recovered";"Canada";0;0;2020-02-02;0;0;NA;8;NA;0
NA;"Laos";19,85627;102,495496;2020-02-02;0;0;0;0;NA;NA
NA;"Libya";26,3351;17,228331;2020-02-02;0;0;0;0;0;0
NA;"West Bank and Gaza";31,9522;35,2332;2020-02-02;0;0;0;0;0;0
NA;"Guinea-Bissau";11,8037;-15,1804;2020-02-02;0;0;0;0;NA;NA
NA;"Mali";17,570692;-3,996166;2020-02-02;0;0;0;0;0;0
NA;"Saint Kitts and Nevis";17,357822;-62,782998;2020-02-02;0;0;0;0;NA;NA
"Northwest Territories";"Canada";64,8255;-124,8457;2020-02-02;0;0;0;8;NA;0
"Yukon";"Canada";64,2823;-135;2020-02-02;0;0;0;8;NA;0
NA;"Kosovo";42,602636;20,902977;2020-02-02;0;0;0;0;0;0
NA;"Burma";21,9162;95,956;2020-02-02;0;0;0;0;0;0
"Anguilla";"United Kingdom";18,2206;-63,0686;2020-02-02;0;0;0;3;NA;0
"British Virgin Islands";"United Kingdom";18,4207;-64,64;2020-02-02;0;0;0;3;NA;0
"Turks and Caicos Islands";"United Kingdom";21,694;-71,7979;2020-02-02;0;0;0;3;NA;0
NA;"MS Zaandam";0;0;2020-02-02;0;0;0;0;0;0
NA;"Botswana";-22,3285;24,6849;2020-02-02;0;0;0;0;0;0
NA;"Burundi";-3,3731;29,9189;2020-02-02;0;0;0;0;NA;NA
NA;"Sierra Leone";8,460555;-11,779889;2020-02-02;0;0;0;0;NA;NA
"Bonaire, Sint Eustatius and Saba";"Netherlands";12,1784;-68,2385;2020-02-02;0;0;0;0;NA;0
NA;"Malawi";-13,254308;34,301525;2020-02-02;0;0;0;0;NA;NA
NA;"Afghanistan";33;65;2020-02-03;0;0;0;0;0;0
NA;"Albania";41,1533;20,1683;2020-02-03;0;0;0;0;0;0
NA;"Algeria";28,0339;1,6596;2020-02-03;0;0;0;0;0;0
NA;"Andorra";42,5063;1,5218;2020-02-03;0;0;0;0;0;0
NA;"Angola";-11,2027;17,8739;2020-02-03;0;0;0;0;0;0
NA;"Antigua and Barbuda";17,0608;-61,7964;2020-02-03;0;0;0;0;NA;NA
NA;"Argentina";-38,4161;-63,6167;2020-02-03;0;0;0;0;0;0
NA;"Armenia";40,0691;45,0382;2020-02-03;0;0;0;0;0;0
"Australian Capital Territory";"Australia";-35,4735;149,0124;2020-02-03;0;0;0;9;0;0
"New South Wales";"Australia";-33,8688;151,2093;2020-02-03;4;0;9;9;0;0
"Northern Territory";"Australia";-12,4634;130,8456;2020-02-03;0;0;0;9;NA;0
"Queensland";"Australia";-28,0167;153,4;2020-02-03;2;0;6;9;0;0
"South Australia";"Australia";-34,9285;138,6007;2020-02-03;2;0;3;9;NA;0
"Tasmania";"Australia";-41,4545;145,9707;2020-02-03;0;0;0;9;0;0
"Victoria";"Australia";-37,8136;144,9631;2020-02-03;4;0;9;9;0;0
"Western Australia";"Australia";-31,9505;115,8605;2020-02-03;0;0;0;9;0;0
NA;"Austria";47,5162;14,5501;2020-02-03;0;0;0;0;0;0
NA;"Azerbaijan";40,1431;47,5769;2020-02-03;0;0;0;0;0;0
NA;"Bahamas";25,0343;-77,3963;2020-02-03;0;0;0;0;0;0
NA;"Bahrain";26,0275;50,55;2020-02-03;0;0;0;0;0;0
NA;"Bangladesh";23,685;90,3563;2020-02-03;0;0;0;0;0;0
NA;"Barbados";13,1939;-59,5432;2020-02-03;0;0;0;0;NA;NA
NA;"Belarus";53,7098;27,9534;2020-02-03;0;0;0;0;0;0
NA;"Belgium";50,8333;4;2020-02-03;0;0;0;0;0;0
NA;"Benin";9,3077;2,3158;2020-02-03;0;0;0;0;NA;NA
NA;"Bhutan";27,5142;90,4336;2020-02-03;0;0;0;0;NA;NA
NA;"Bolivia";-16,2902;-63,5887;2020-02-03;0;0;0;0;0;0
NA;"Bosnia and Herzegovina";43,9159;17,6791;2020-02-03;0;0;0;0;0;0
NA;"Brazil";-14,235;-51,9253;2020-02-03;0;0;0;0;0;0
NA;"Brunei";4,5353;114,7277;2020-02-03;0;0;0;0;0;0
NA;"Bulgaria";42,7339;25,4858;2020-02-03;0;0;0;0;0;0
NA;"Burkina Faso";12,2383;-1,5616;2020-02-03;0;0;0;0;0;0
NA;"Cabo Verde";16,5388;-23,0418;2020-02-03;0;0;0;0;0;0
NA;"Cambodia";11,55;104,9167;2020-02-03;1;0;8;8;NA;NA
NA;"Cameroon";3,848;11,5021;2020-02-03;0;0;0;0;0;0
"Alberta";"Canada";53,9333;-116,5765;2020-02-03;0;0;0;9;0;0
"British Columbia";"Canada";49,2827;-123,1207;2020-02-03;1;0;7;9;0;0
"Grand Princess";"Canada";37,6489;-122,6655;2020-02-03;0;0;0;9;NA;0
"Manitoba";"Canada";53,7609;-98,8139;2020-02-03;0;0;0;9;0;0
"New Brunswick";"Canada";46,5653;-66,4619;2020-02-03;0;0;0;9;NA;0
"Newfoundland and Labrador";"Canada";53,1355;-57,6604;2020-02-03;0;0;0;9;0;0
"Nova Scotia";"Canada";44,682;-63,7443;2020-02-03;0;0;0;9;NA;0
"Ontario";"Canada";51,2538;-85,3232;2020-02-03;3;0;9;9;0;0
"Prince Edward Island";"Canada";46,5107;-63,4168;2020-02-03;0;0;0;9;NA;0
"Quebec";"Canada";52,9399;-73,5491;2020-02-03;0;0;0;9;0;0
"Saskatchewan";"Canada";52,9399;-106,4509;2020-02-03;0;0;0;9;0;0
NA;"Central African Republic";6,6111;20,9394;2020-02-03;0;0;0;0;NA;NA
NA;"Chad";15,4542;18,7322;2020-02-03;0;0;0;0;NA;NA
NA;"Chile";-35,6751;-71,543;2020-02-03;0;0;0;0;0;0
"Anhui";"China";31,8257;117,2264;2020-02-03;408;0;13;13;0;13
"Beijing";"China";40,1824;116,4142;2020-02-03;212;1;13;13;8;13
"Chongqing";"China";30,0572;107,874;2020-02-03;337;2;13;13;3;13
"Fujian";"China";26,0789;117,9874;2020-02-03;179;0;13;13;0;13
"Gansu";"China";37,8099;101,0583;2020-02-03;55;0;12;13;0;13
"Guangdong";"China";23,3417;113,4244;2020-02-03;725;0;13;13;0;13
"Guangxi";"China";23,8298;108,7881;2020-02-03;127;0;13;13;0;13
"Guizhou";"China";26,8154;106,8748;2020-02-03;46;0;13;13;0;13
"Hainan";"China";19,1959;109,7453;2020-02-03;72;1;13;13;8;13
"Hebei";"China";39,549;116,1306;2020-02-03;113;1;13;13;12;13
"Heilongjiang";"China";47,862;127,7615;2020-02-03;121;2;12;13;11;13
"Henan";"China";33,882;113,614;2020-02-03;566;2;13;13;9;13
"Hong Kong";"China";22,3;114,2;2020-02-03;15;0;12;13;0;13
"Hubei";"China";30,9756;112,2707;2020-02-03;13522;414;13;13;13;13
"Hunan";"China";27,6104;111,7088;2020-02-03;521;0;13;13;0;13
"Inner Mongolia";"China";44,0935;113,9448;2020-02-03;34;0;11;13;0;13
"Jiangsu";"China";32,9711;119,455;2020-02-03;271;0;13;13;NA;13
"Jiangxi";"China";27,614;115,7221;2020-02-03;391;0;13;13;0;13
"Jilin";"China";43,6661;126,1923;2020-02-03;31;0;12;13;0;13
"Liaoning";"China";41,2956;122,6085;2020-02-03;74;0;13;13;0;13
"Macau";"China";22,1667;113,55;2020-02-03;8;0;13;13;NA;13
"Ningxia";"China";37,2692;106,1655;2020-02-03;31;0;13;13;NA;13
"Qinghai";"China";35,7452;95,9956;2020-02-03;13;0;10;13;NA;13
"Shaanxi";"China";35,1917;108,8701;2020-02-03;128;0;12;13;0;13
"Shandong";"China";36,3427;118,1498;2020-02-03;259;0;13;13;0;13
"Shanghai";"China";31,202;121,4491;2020-02-03;203;1;13;13;9;13
"Shanxi";"China";37,5777;112,2922;2020-02-03;74;0;13;13;NA;13
"Sichuan";"China";30,6171;102,7103;2020-02-03;254;1;13;13;6;13
"Tianjin";"China";39,3054;117,323;2020-02-03;60;0;13;13;0;13
"Tibet";"China";31,6927;88,0924;2020-02-03;1;0;5;13;NA;13
"Xinjiang";"China";41,1129;85,2401;2020-02-03;24;0;12;13;0;13
"Yunnan";"China";24,974;101,487;2020-02-03;117;0;13;13;0;13
"Zhejiang";"China";29,1832;120,0934;2020-02-03;724;0;13;13;0;13
NA;"Colombia";4,5709;-74,2973;2020-02-03;0;0;0;0;0;0
NA;"Congo (Brazzaville)";-4,0383;21,7587;2020-02-03;0;0;0;0;0;0
NA;"Congo (Kinshasa)";-4,0383;21,7587;2020-02-03;0;0;0;0;0;0
NA;"Costa Rica";9,7489;-83,7534;2020-02-03;0;0;0;0;0;0
NA;"Cote d'Ivoire";7,54;-5,5471;2020-02-03;0;0;0;0;0;0
NA;"Croatia";45,1;15,2;2020-02-03;0;0;0;0;0;0
NA;"Diamond Princess";0;0;2020-02-03;0;0;0;0;0;0
NA;"Cuba";22;-80;2020-02-03;0;0;0;0;0;0
NA;"Cyprus";35,1264;33,4299;2020-02-03;0;0;0;0;0;0
NA;"Czechia";49,8175;15,473;2020-02-03;0;0;0;0;0;0
"Faroe Islands";"Denmark";61,8926;-6,9118;2020-02-03;0;0;0;0;NA;0
"Greenland";"Denmark";71,7069;-42,6043;2020-02-03;0;0;0;0;NA;0
NA;"Denmark";56,2639;9,5018;2020-02-03;0;0;0;0;0;0
NA;"Djibouti";11,8251;42,5903;2020-02-03;0;0;0;0;NA;NA
NA;"Dominican Republic";18,7357;-70,1627;2020-02-03;0;0;0;0;0;0
NA;"Ecuador";-1,8312;-78,1834;2020-02-03;0;0;0;0;0;0
NA;"Egypt";26;30;2020-02-03;0;0;0;0;0;0
NA;"El Salvador";13,7942;-88,8965;2020-02-03;0;0;0;0;0;0
NA;"Equatorial Guinea";1,5;10;2020-02-03;0;0;0;0;NA;NA
NA;"Eritrea";15,1794;39,7823;2020-02-03;0;0;0;0;NA;NA
NA;"Estonia";58,5953;25,0136;2020-02-03;0;0;0;0;0;0
NA;"Eswatini";-26,5225;31,4659;2020-02-03;0;0;0;0;NA;NA
NA;"Ethiopia";9,145;40,4897;2020-02-03;0;0;0;0;NA;NA
NA;"Fiji";-17,7134;178,065;2020-02-03;0;0;0;0;NA;NA
NA;"Finland";64;26;2020-02-03;1;0;6;6;0;0
"French Guiana";"France";3,9339;-53,1258;2020-02-03;0;0;0;11;NA;0
"French Polynesia";"France";-17,6797;149,4068;2020-02-03;0;0;0;11;NA;0
"Guadeloupe";"France";16,25;-61,5833;2020-02-03;0;0;0;11;0;0
"Mayotte";"France";-12,8275;45,1662;2020-02-03;0;0;0;11;0;0
"New Caledonia";"France";-20,9043;165,618;2020-02-03;0;0;0;11;NA;0
"Reunion";"France";-21,1351;55,2471;2020-02-03;0;0;0;11;NA;0
"Saint Barthelemy";"France";17,9;-62,8333;2020-02-03;0;0;0;11;NA;0
"St Martin";"France";18,0708;-63,0501;2020-02-03;0;0;0;11;0;0
"Martinique";"France";14,6415;-61,0242;2020-02-03;0;0;0;11;0;0
NA;"France";46,2276;2,2137;2020-02-03;6;0;11;11;0;0
NA;"Gabon";-0,8037;11,6094;2020-02-03;0;0;0;0;0;0
NA;"Gambia";13,4432;-15,3101;2020-02-03;0;0;0;0;0;0
NA;"Georgia";42,3154;43,3569;2020-02-03;0;0;0;0;NA;NA
NA;"Germany";51;9;2020-02-03;12;0;8;8;0;0
NA;"Ghana";7,9465;-1,0232;2020-02-03;0;0;0;0;0;0
NA;"Greece";39,0742;21,8243;2020-02-03;0;0;0;0;0;0
NA;"Guatemala";15,7835;-90,2308;2020-02-03;0;0;0;0;0;0
NA;"Guinea";9,9456;-9,6966;2020-02-03;0;0;0;0;NA;NA
NA;"Guyana";5;-58,75;2020-02-03;0;0;0;0;0;0
NA;"Haiti";18,9712;-72,2852;2020-02-03;0;0;0;0;NA;NA
NA;"Holy See";41,9029;12,4534;2020-02-03;0;0;0;0;NA;NA
NA;"Honduras";15,2;-86,2419;2020-02-03;0;0;0;0;0;0
NA;"Hungary";47,1625;19,5033;2020-02-03;0;0;0;0;0;0
NA;"Iceland";64,9631;-19,0208;2020-02-03;0;0;0;0;0;0
NA;"India";21;78;2020-02-03;3;0;5;5;0;0
NA;"Indonesia";-0,7893;113,9213;2020-02-03;0;0;0;0;0;0
NA;"Iran";32;53;2020-02-03;0;0;0;0;0;0
NA;"Iraq";33;44;2020-02-03;0;0;0;0;0;0
NA;"Ireland";53,1424;-7,6921;2020-02-03;0;0;0;0;0;0
NA;"Israel";31;35;2020-02-03;0;0;0;0;0;0
NA;"Italy";43;12;2020-02-03;2;0;4;4;0;0
NA;"Jamaica";18,1096;-77,2975;2020-02-03;0;0;0;0;0;0
NA;"Japan";36;138;2020-02-03;20;0;13;13;0;0
NA;"Jordan";31,24;36,51;2020-02-03;0;0;0;0;0;0
NA;"Kazakhstan";48,0196;66,9237;2020-02-03;0;0;0;0;0;0
NA;"Kenya";-0,0236;37,9062;2020-02-03;0;0;0;0;0;0
NA;"Korea, South";36;128;2020-02-03;15;0;13;13;0;0
NA;"Kuwait";29,5;47,75;2020-02-03;0;0;0;0;NA;NA
NA;"Kyrgyzstan";41,2044;74,7661;2020-02-03;0;0;0;0;NA;NA
NA;"Latvia";56,8796;24,6032;2020-02-03;0;0;0;0;NA;NA
NA;"Lebanon";33,8547;35,8623;2020-02-03;0;0;0;0;0;0
NA;"Liberia";6,4281;-9,4295;2020-02-03;0;0;0;0;NA;NA
NA;"Liechtenstein";47,14;9,55;2020-02-03;0;0;0;0;NA;NA
NA;"Lithuania";55,1694;23,8813;2020-02-03;0;0;0;0;0;0
NA;"Luxembourg";49,8153;6,1296;2020-02-03;0;0;0;0;0;0
NA;"Madagascar";-18,7669;46,8691;2020-02-03;0;0;0;0;NA;NA
NA;"Malaysia";2,5;112,5;2020-02-03;8;0;10;10;0;0
NA;"Maldives";3,2028;73,2207;2020-02-03;0;0;0;0;NA;NA
NA;"Malta";35,9375;14,3754;2020-02-03;0;0;0;0;NA;NA
NA;"Mauritania";21,0079;10,9408;2020-02-03;0;0;0;0;0;0
NA;"Mauritius";-20,2;57,5;2020-02-03;0;0;0;0;0;0
NA;"Mexico";23,6345;-102,5528;2020-02-03;0;0;0;0;0;0
NA;"Moldova";47,4116;28,3699;2020-02-03;0;0;0;0;0;0
NA;"Monaco";43,7333;7,4167;2020-02-03;0;0;0;0;0;0
NA;"Mongolia";46,8625;103,8467;2020-02-03;0;0;0;0;NA;NA
NA;"Montenegro";42,5;19,3;2020-02-03;0;0;0;0;0;0
NA;"Morocco";31,7917;-7,0926;2020-02-03;0;0;0;0;0;0
NA;"Namibia";-22,9576;18,4904;2020-02-03;0;0;0;0;NA;NA
NA;"Nepal";28,1667;84,25;2020-02-03;1;0;10;10;NA;NA
"Aruba";"Netherlands";12,5186;-70,0358;2020-02-03;0;0;0;0;NA;0
"Curacao";"Netherlands";12,1696;-68,99;2020-02-03;0;0;0;0;0;0
"Sint Maarten";"Netherlands";18,0425;-63,0548;2020-02-03;0;0;0;0;0;0
NA;"Netherlands";52,1326;5,2913;2020-02-03;0;0;0;0;0;0
NA;"New Zealand";-40,9006;174,886;2020-02-03;0;0;0;0;0;0
NA;"Nicaragua";12,8654;-85,2072;2020-02-03;0;0;0;0;0;0
NA;"Niger";17,6078;8,0817;2020-02-03;0;0;0;0;0;0
NA;"Nigeria";9,082;8,6753;2020-02-03;0;0;0;0;0;0
NA;"North Macedonia";41,6086;21,7453;2020-02-03;0;0;0;0;0;0
NA;"Norway";60,472;8,4689;2020-02-03;0;0;0;0;0;0
NA;"Oman";21;57;2020-02-03;0;0;0;0;0;0
NA;"Pakistan";30,3753;69,3451;2020-02-03;0;0;0;0;0;0
NA;"Panama";8,538;-80,7821;2020-02-03;0;0;0;0;0;0
NA;"Papua New Guinea";-6,315;143,9555;2020-02-03;0;0;0;0;NA;NA
NA;"Paraguay";-23,4425;-58,4438;2020-02-03;0;0;0;0;0;0
NA;"Peru";-9,19;-75,0152;2020-02-03;0;0;0;0;0;0
NA;"Philippines";13;122;2020-02-03;2;1;5;5;2;2
NA;"Poland";51,9194;19,1451;2020-02-03;0;0;0;0;0;0
NA;"Portugal";39,3999;-8,2245;2020-02-03;0;0;0;0;0;0
NA;"Qatar";25,3548;51,1839;2020-02-03;0;0;0;0;0;0
NA;"Romania";45,9432;24,9668;2020-02-03;0;0;0;0;0;0
NA;"Russia";60;90;2020-02-03;2;0;4;4;0;0
NA;"Rwanda";-1,9403;29,8739;2020-02-03;0;0;0;0;NA;NA
NA;"Saint Lucia";13,9094;-60,9789;2020-02-03;0;0;0;0;NA;NA
NA;"Saint Vincent and the Grenadines";12,9843;-61,2872;2020-02-03;0;0;0;0;NA;NA
NA;"San Marino";43,9424;12,4578;2020-02-03;0;0;0;0;0;0
NA;"Saudi Arabia";24;45;2020-02-03;0;0;0;0;0;0
NA;"Senegal";14,4974;-14,4524;2020-02-03;0;0;0;0;0;0
NA;"Serbia";44,0165;21,0059;2020-02-03;0;0;0;0;0;0
NA;"Seychelles";-4,6796;55,492;2020-02-03;0;0;0;0;NA;NA
NA;"Singapore";1,2833;103,8333;2020-02-03;18;0;12;12;0;0
NA;"Slovakia";48,669;19,699;2020-02-03;0;0;0;0;0;0
NA;"Slovenia";46,1512;14,9955;2020-02-03;0;0;0;0;0;0
NA;"Somalia";5,1521;46,1996;2020-02-03;0;0;0;0;NA;NA
NA;"South Africa";-30,5595;22,9375;2020-02-03;0;0;0;0;0;0
NA;"Spain";40;-4;2020-02-03;1;0;3;3;0;0
NA;"Sri Lanka";7;81;2020-02-03;1;0;8;8;0;0
NA;"Sudan";12,8628;30,2176;2020-02-03;0;0;0;0;0;0
NA;"Suriname";3,9193;-56,0278;2020-02-03;0;0;0;0;NA;NA
NA;"Sweden";63;16;2020-02-03;1;0;4;4;0;0
NA;"Switzerland";46,8182;8,2275;2020-02-03;0;0;0;0;0;0
NA;"Taiwan*";23,7;121;2020-02-03;10;0;13;13;0;0
NA;"Tanzania";-6,369;34,8888;2020-02-03;0;0;0;0;0;0
NA;"Thailand";15;101;2020-02-03;19;0;13;13;0;0
NA;"Togo";8,6195;0,8248;2020-02-03;0;0;0;0;0;0
NA;"Trinidad and Tobago";10,6918;-61,2225;2020-02-03;0;0;0;0;0;0
NA;"Tunisia";34;9;2020-02-03;0;0;0;0;0;0
NA;"Turkey";38,9637;35,2433;2020-02-03;0;0;0;0;0;0
NA;"Uganda";1;32;2020-02-03;0;0;0;0;NA;NA
NA;"Ukraine";48,3794;31,1656;2020-02-03;0;0;0;0;0;0
NA;"United Arab Emirates";24;54;2020-02-03;5;0;6;6;0;0
"Bermuda";"United Kingdom";32,3078;-64,7505;2020-02-03;0;0;0;4;NA;0
"Cayman Islands";"United Kingdom";19,3133;-81,2546;2020-02-03;0;0;0;4;0;0
"Channel Islands";"United Kingdom";49,3723;-2,3644;2020-02-03;0;0;0;4;0;0
"Gibraltar";"United Kingdom";36,1408;-5,3536;2020-02-03;0;0;0;4;NA;0
"Isle of Man";"United Kingdom";54,2361;-4,5481;2020-02-03;0;0;0;4;0;0
"Montserrat";"United Kingdom";16,7425;-62,1874;2020-02-03;0;0;0;4;NA;0
NA;"United Kingdom";55,3781;-3,436;2020-02-03;2;0;4;4;0;0
NA;"Uruguay";-32,5228;-55,7658;2020-02-03;0;0;0;0;0;0
